"","X","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore","ANU.Tones","Tones.diff","specH.mean.center"
"379",379,"Hunzib","huz","uz",2237,TRUE,0,24,60,28,36,"hunz1247","Nakh-Daghestanian",42.0808,46.1369,69,119,0.00654397926787102,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",22,0,0,-1.56891422715044
"380",380,"Hup","jup","ph",1020,TRUE,0,9,29,13,20,"hupd1244","Nadahup",0.58622,-69.8359,47,58,0.0180299208216783,"Nadahup","Nadahup","NE South America",21,2,-2,0.965010633505228
"381",381,"Hupa","hup","spa",65,TRUE,0,7,42,13,35,"hupa1239","Athapaskan-Eyak-Tlingit",41.0982,-123.68,68,30,0.00820180974864025,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","California",24,0,0,-1.20317861459359
"382",382,"Iai","iai","spa",39,TRUE,0,19,52,33,33,"iaai1238","Austronesian",-20.6301,166.59,36,182,0.0150983943958819,"Austronesian","Austronesian","Oceania",24,0,0,0.318283706052574
"384",384,"Ibibio","ibb","ph",1057,TRUE,2,13,32,23,19,"ibib1240","Atlantic-Congo",5.15279,7.86688,50,99,0.0184405448659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,3,-1,1.05559880769476
"385",385,"Icelandic","isl","spa",158,TRUE,0,16,39,26,23,"icel1247","Indo-European",63.4837,-19.0212,80,85,0.00591718928904429,"Indo-European","Indo-European","Europe",24,0,0,-1.70719098072076
"386",386,"Ida''an'","dbj","ph",1187,TRUE,0,6,23,13,17,"idaa1241","Austronesian",5.29059,118.515,50,157,0.0186642353787879,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.10494739168967
"389",389,"Igbo","ibo","uz",2192,TRUE,3,5,35,13,30,"nucl1417","Atlantic-Congo",4.62705,7.23441,49,99,0.0185134842851593,"Atlantic-Congo","Atlantic-Congo","African Savannah",22,3,0,1.0716900446862
"390",390,"igede","ige","aa",733,TRUE,4,10,38,19,28,"iged1239","Atlantic-Congo",6.95522,8.27362,51,99,0.0174586344959207,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,4,0,0.838978595416895
"393",393,"ijo de l'est; Eastern Ijo","ijs","aa",734,TRUE,2,18,44,25,26,"sout2774","Ijoid",4.44235,6.32192,49,98,0.0183740472494172,"Ijoid","Ijoid","African Savannah",25,2,0,1.04092870311853
"394",394,"Ika","arh","ph",1096,TRUE,0,16,32,19,16,"arhu1242","Chibchan",10.7018,-73.6363,53,56,0.0188008877466977,"Chibchan","Chibchan","NE South America",21,0,0,1.13509440494862
"395",395,"Ikwere","ikw","gm",1405,TRUE,5,18,46,22,28,"ikwe1242","Atlantic-Congo",5.04333,6.86651,50,99,0.0184405448659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,2,1.05559880769476
"396",396,"Ilocano","ilo","ph",1117,TRUE,0,4,21,11,17,"ilok1237","Austronesian",15.9361,120.993,55,159,0.0185842156682207,"Austronesian","Austronesian","Oceania",21,0,0,1.08729416465567
"397",397,"Imonda","imn","ph",892,TRUE,0,10,23,14,13,"imon1245","Border",-3.31228,141.171,45,169,0.0175709102758353,"Border","Border","N Coast New Guinea",21,0,0,0.863747865627991
"398",398,"Indonesian","ind","ph",1144,TRUE,0,9,31,17,22,"indo1316","Austronesian",-7.33458,109.716,43,153,0.018421975975136,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.0515023064291
"399",399,"Ingush","inh","ph",893,TRUE,0,13,48,19,35,"ingu1240","Nakh-Daghestanian",42.9525,44.158,69,118,0.00679422693356643,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",21,0,0,-1.51370684354535
"400",400,"Inuit","kal","spa",62,TRUE,0,6,38,15,32,"kala1399","Eskimo-Aleut",69.3761,-52.864,83,67,0.00314599372113442,"Eskimo-Aleut","Eskimo-Aleut","E North America",24,0,0,-2.31854715995693
"401",401,"Iñupiaq; Iñupiat; Inupiat; Inupiaq","esi","ph",1077,TRUE,0,3,27,12,24,"nort2943","Eskimo-Aleut",69.582,-143.77,83,20,0.00293398921538462,"Eskimo-Aleut","Eskimo-Aleut","Alaska-Oregon",21,0,0,-2.36531768244077
"402",402,"Iraqw","irk","spa",129,TRUE,3,12,48,20,36,"iraq1241","Afro-Asiatic",-4.19948,35.2939,45,114,0.0117665009529915,"Afro-Asiatic","Afro-Asiatic","S Africa",24,2,1,-0.416768582734062
"403",403,"Irish","gle","uz",2193,TRUE,0,15,50,26,35,"iris1253","Indo-European",53.2186,-7.61509,74,91,0.00777347642657343,"Indo-European","Indo-European","Europe",22,0,0,-1.29767364996773
"404",404,"Isaka","ksi","ph",894,TRUE,4,5,18,7,13,"kris1246","Sko",-2.80084,141.303,46,169,0.0184464697552448,"Sko","Sko","N Coast New Guinea",21,4,0,1.05690590334437
"406",406,"Isthmus (Juchitán) Zapotec","zai","uz",2218,TRUE,3,5,32,15,27,"isth1244","Otomanguean",16.4548,-94.8444,56,45,0.0160060400019425,"Otomanguean","Otomanguean","Mesoamerica",22,2,1,0.518520295720704
"407",407,"Italian","ita","ph",1145,TRUE,0,7,30,15,23,"ital1282","Indo-European",43.0464,12.6489,69,102,0.0103361834900932,"Indo-European","Indo-European","Europe",21,0,0,-0.732312324698044
"414",414,"Japanese","jpn","uz",2196,TRUE,0,5,21,10,16,"nucl1643","Japonic",35,135,65,166,0.0114923143865579,"Japonic","Japonic","N Coast Asia",22,2,-2,-0.477257150770839
"415",415,"Jarawara","jaa","ph",897,TRUE,0,4,15,9,11,"jama1261","Arawan",-7.62223,-66.5662,43,60,0.0169571367637918,"Arawan","Arawan","NE South America",21,0,0,0.728342687594202
"416",416,"Javanese","jav","gm",1675,TRUE,0,9,33,16,24,"java1254","Austronesian",-0.572307,110.885,47,153,0.0190383414296814,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.18747929544697
"417",417,"Jemez","tow","ph",898,TRUE,0,22,61,33,39,"jeme1245","Kiowa-Tanoan",35.5994,-106.766,65,39,0.00513874003457653,"Kiowa-Tanoan","Kiowa-Tanoan","Basin and Plains",21,4,-4,-1.87892543622135
"420",420,"Jicarilla Apache","apj","ph",1232,TRUE,3,19,56,23,37,"jica1244","Athapaskan-Eyak-Tlingit",36.8079,-107.007,66,39,0.00488366442599068,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","Basin and Plains",21,2,1,-1.93519791705496
"422",422,"Jita","jit","gm",1439,TRUE,2,10,29,13,19,"jita1239","Atlantic-Congo",-1.62681,33.9141,46,113,0.0127024302736985,"Atlantic-Congo","Atlantic-Congo","S Africa",23,0,2,-0.210292294965567
"423",423,"Jivaro","jiv","spa",113,TRUE,0,8,24,14,16,"shua1257","Chicham",-3.45136,-78.1892,45,54,0.013203654988345,"Chicham","Chicham","Andean",24,0,0,-0.0997166177981327
"424",424,"joola ","dyo","aa",737,TRUE,0,10,29,18,19,"jola1263","Atlantic-Congo",12.75752,-15.7354766667,54,87,0.0150291238704351,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,0,0,0.303001867317974
"427",427,"Juang","jun","ph",1089,TRUE,0,10,29,18,19,"juan1238","Austroasiatic",21.2606,85.5845,58,140,0.0155730368585859,"Austroasiatic","Austroasiatic","Indic",21,0,0,0.422995046479849
"428",428,"Judeo-Spanish","lad","uz",2194,TRUE,0,14,34,19,20,"ladi1251","Indo-European",41.205,28.6632,68,110,0.00791482892968143,"Indo-European","Indo-European","Greater Mesopotamia",22,0,0,-1.26648973526092
"430",430,"jur mödö","bex","aa",738,TRUE,0,18,49,27,31,"jurm1239","Central Sudanic",6.03321,29.974,50,111,0.015742162248446,"Central Sudanic","Central Sudanic","African Savannah",25,2,-2,0.460305965042946
"431",431,"Kabardian","kbd","spa",4,TRUE,0,7,56,12,49,"kaba1278","Abkhaz-Adyge",43.5082,43.3918,69,118,0.00679422693356643,"Abkhaz-Adyge","Abkhaz-Adyge","Greater Mesopotamia",24,0,0,-1.51370684354535
"432",432,"Kabiye","kbp","ph",1142,TRUE,2,23,47,30,24,"kabi1261","Atlantic-Congo",8.96816,0.495023,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,3,-1,0.500860316696415
"433",433,"Kabyle","kab","ph",900,TRUE,0,3,30,6,27,"kaby1243","Afro-Asiatic",36.4103,4.76137,66,97,0.00700779358080808,"Afro-Asiatic","Afro-Asiatic","N Africa",21,0,0,-1.46659169549089
"435",435,"Kadiweu","kbc","ph",1118,TRUE,0,8,31,18,23,"kadi1248","Guaicuruan",-19.7222,-57.582,37,65,0.0141084092721445,"Guaicuruan","Guaicuruan","SE South America",21,2,-2,0.0998821144228523
"437",437,"Kaiabi","kyz","ph",902,TRUE,0,10,24,16,14,"kaya1329","Tupian",-11.2747,-55.5479,41,66,0.0150789291903652,"Tupian","Tupian","NE South America",21,0,0,0.313989467922816
"440",440,"Kalabari; Kirike; Kalabari-Ijo","ijn","ph",1048,TRUE,3,18,43,24,25,"kala1381","Ijoid",4.53194,6.69539,49,99,0.0185134842851593,"Ijoid","Ijoid","African Savannah",21,2,1,1.0716900446862
"442",442,"Kamasau","kms","ph",903,TRUE,0,6,29,13,23,"kama1367","Nuclear Torricelli",-3.8503,143.842,45,171,0.0173973739607615,"Nuclear Torricelli","Nuclear Torricelli","N Coast New Guinea",21,0,0,0.825463848516105
"443",443,"Kambaata","ktb","gm",1373,TRUE,0,10,59,27,49,"kamb1316","Afro-Asiatic",7.37582,37.9088,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23,0,0,-0.254481425295302
"445",445,"Kambera","xbr","gm",1679,TRUE,0,10,29,18,19,"kamb1299","Austronesian",-9.88447,120.235,42,158,0.0183086013636364,"Austronesian","Austronesian","Oceania",23,0,0,1.02649062190153
"447",447,"Kanuri","knc","spa",150,TRUE,4,6,35,15,29,"cent2050","Saharan",11.8863,16.3918,53,104,0.0123284666938617,"Saharan","Saharan","African Savannah",24,4,0,-0.292792768042948
"448",448,"Kapampangan","pam","gm",1697,TRUE,0,5,22,11,17,"pamp1243","Austronesian",14.9603,120.502,55,158,0.0190760986208236,"Austronesian","Austronesian","Oceania",23,0,0,1.19580894651263
"453",453,"Karen","ksw","spa",25,TRUE,3,9,39,17,30,"sgaw1245","Sino-Tibetan",17.9872,97.7126,56,146,0.0164530675893551,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",24,4,-1,0.61713949135541
"454",454,"Karimojong","kdj","gm",1351,TRUE,6,39,66,47,27,"kara1483","Nilotic",2.45157,34.2761,48,113,0.0140485622804973,"Nilotic","Nilotic","S Africa",23,4,2,0.0866792107462246
"456",456,"Karitiana; Karitiâna","ktn","ph",1076,TRUE,0,14,25,20,11,"kari1311","Tupian",-9.37937,-64.1522,42,61,0.0162192133275058,"Tupian","Tupian","NE South America",21,0,0,0.565548672692938
"457",457,"Karo Batak","btx","gm",1665,TRUE,0,8,24,14,16,"bata1293","Austronesian",2.12787,98.2517,48,147,0.0183198359110334,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.02896908645004
"458",458,"kasem","xsm","aa",745,TRUE,1,20,40,27,20,"kase1253","Atlantic-Congo",11.0824,-1.39076,53,94,0.0138160821025641,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,0,1,0.0353915300876615
"459",459,"Kashimiri","kas","spa",174,TRUE,0,29,56,35,27,"kash1277","Indo-European",34.166825,74.330455,65,134,0.0106812409990287,"Indo-European","Indo-European","Indic",24,0,0,-0.656188848346403
"460",460,"Ke''o; Kéo'","xxk","ph",1215,TRUE,0,6,30,12,24,"keoo1238","Austronesian",-8.8704,121.256,42,159,0.0182076588655789,"Austronesian","Austronesian","Oceania",21,0,0,1.00422159814528
"462",462,"Kela","kcl","ph",1173,TRUE,0,14,30,21,16,"kela1255","Austronesian",-7.47103,147.173,43,172,0.0174866709770785,"Austronesian","Austronesian","S New Guinea",21,4,-4,0.845163751094228
"463",463,"Kemezung","dmo","gm",1412,TRUE,6,8,34,15,26,"keme1240","Atlantic-Congo",6.69577,10.4984,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,6,0,0.583512520462875
"465",465,"Kenyang","ken","ph",908,TRUE,0,20,41,27,21,"keny1279","Atlantic-Congo",5.58288,9.55918,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,3,-3,0.843450909078256
"466",466,"Kera","ker","uz",2220,TRUE,0,6,30,14,24,"kera1255","Afro-Asiatic",9.88165,15.1419,52,103,0.0132269323290598,"Afro-Asiatic","Afro-Asiatic","African Savannah",22,0,0,-0.0945813807737345
"467",467,"Ket","ket","spa",2,TRUE,0,14,32,20,18,"kett1243","Yeniseian",63.7551,87.5466,80,141,0.0040170688472805,"Yeniseian","Yeniseian","Inner Asia",24,3,-3,-2.12637841982359
"469",469,"Khalkha","khk","spa",191,TRUE,0,14,35,20,21,"halh1238","Mongolic",48.324,106.289,72,151,0.00379307391530692,"Mongolic","Mongolic","Inner Asia",24,0,0,-2.1757941620272
"470",470,"Kharia","khr","ph",909,TRUE,0,10,47,21,37,"khar1287","Austroasiatic",22.3571,84.3922,59,139,0.0109547390802253,"Austroasiatic","Austroasiatic","Indic",21,0,0,-0.595852167714769
"471",471,"Khasi","kha","spa",12,TRUE,0,9,28,15,19,"khas1269","Austroasiatic",24.977,91.9998,60,143,0.0151366546365579,"Austroasiatic","Austroasiatic","Indic",24,0,0,0.326724335370547
"472",472,"Khmu","kig","ph",955,TRUE,4,20,44,27,24,"kima1246","Kolopom",-8.01899,138.355,43,168,0.0193235526631702,"Kolopom","Kolopom","S New Guinea",21,0,4,1.25040002612368
"478",478,"Kikamba","kam","gm",1443,TRUE,4,15,31,22,16,"kamb1297","Atlantic-Congo",-1.60827,37.9532,46,115,0.012022371246115,"Atlantic-Congo","Atlantic-Congo","S Africa",23,5,-1,-0.360320785763167
"479",479,"kikuyu","kik","aa",748,TRUE,0,14,32,21,18,"kiku1240","Atlantic-Congo",-0.29005,36.719,47,114,0.0119878369139472,"Atlantic-Congo","Atlantic-Congo","S Africa",25,2,-2,-0.367939438741348
"480",480,"Kilba","hbb","gm",1304,TRUE,2,5,31,11,26,"huba1236","Afro-Asiatic",10.3544,13.139,52,102,0.0133330583438228,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,2,0,-0.0711688162999812
"481",481,"Kimaragang","kqr","gm",1668,TRUE,0,5,23,12,18,"kima1244","Austronesian",6.61982,116.96,50,156,0.018413293978244,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.04958696255749
"485",485,"Kinnauri; Kanauri","kfk","ph",1226,TRUE,0,15,46,23,31,"kinn1249","Sino-Tibetan",31.3688,78.3148,63,136,0.0105222514403652,"Sino-Tibetan","Sino-Tibetan","Indic",21,2,-2,-0.691263691222351
"488",488,"Kinyarwanda","kin","ph",911,TRUE,0,10,49,21,39,"kiny1244","Atlantic-Congo",-1.56771,29.6441,46,111,0.0134721467575758,"Atlantic-Congo","Atlantic-Congo","S Africa",21,2,-2,-0.0404843845721302
"489",489,"Kipsigis","sgc","gm",1387,TRUE,4,19,37,26,18,"kips1239","Nilotic",-0.35774,35.258532,47,114,0.0119878369139472,"Nilotic","Nilotic","S Africa",23,4,0,-0.367939438741348
"490",490,"Kirghiz","kir","spa",188,TRUE,0,16,36,22,20,"kirg1245","Turkic",42,74,69,134,0.00385422122066822,"Turkic","Turkic","Inner Asia",24,0,0,-2.16230439486347
"495",495,"Kituba","ktu","gm",1571,TRUE,2,5,22,10,17,"kitu1246","Atlantic-Congo",-2.29601,17.1548,46,104,0.0168977471940559,"Atlantic-Congo","Atlantic-Congo","S Africa",23,4,-2,0.715240696215223
"496",496,"Koalib","kib","gm",1380,TRUE,0,16,45,26,29,"koal1240","Heibanic",11.69648,30.47166,53,111,0.0136004093560606,"Heibanic","Heibanic","African Savannah",23,3,-3,-0.0121882465959448
"497",497,"Koasati","cku","ph",1106,TRUE,4,6,25,11,19,"koas1236","Muskogean",30.4096,-92.709,63,46,0.0137647111796814,"Muskogean","Muskogean","E North America",21,2,2,0.0240585402759426
"498",498,"Kofyar","kwl","gm",1305,TRUE,3,10,36,17,26,"kofy1242","Afro-Asiatic",8.79947,9.15279,52,100,0.0149418736264569,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,0,0.283753505198166
"499",499,"Kokota","kkk","ph",913,TRUE,0,5,27,15,22,"koko1269","Austronesian",-8.16481,159.191,43,179,0.0191607352758353,"Austronesian","Austronesian","Oceania",21,0,0,1.21448072220052
"502",502,"Komi","kpv","spa",182,TRUE,0,7,36,14,29,"komi1268","Uralic",64.0527,54.946,80,124,0.00477240514592075,"Uralic","Uralic","Inner Asia",24,0,0,-1.95974293623576
"504",504,"Komo","xom","gm",1484,TRUE,0,5,28,11,23,"komo1258","Koman",8.94162,34.0939,52,113,0.0151010292216395,"Koman","Koman","Greater Abyssinia",23,3,-3,0.318864977553862
"505",505,"Konkomba","xon","gm",1508,TRUE,3,14,38,22,24,"konk1269","Atlantic-Congo",9.82224,0.2783,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,0.500860316696415
"508",508,"Korean","kor","uz",2197,TRUE,0,28,48,33,20,"kore1280","Koreanic",37.5,128,66,162,0.00938177335936286,"Koreanic","Koreanic","N Coast Asia",22,2,-2,-0.942865682138523
"510",510,"Kota","kfe","spa",9,TRUE,0,11,34,20,23,"kota1263","Dravidian",11.4978,76.9387,53,135,0.0180547997804973,"Dravidian","Dravidian","Indic",24,0,0,0.970499205074512
"515",515,"kpaʔ","ksf","gm",1258,TRUE,5,18,48,26,30,"bafi1243","Atlantic-Congo",4.72603,11.0982,49,101,0.0171731030205905,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,5,0,0.77598721587265
"516",516,"Kpelle","xpe","spa",137,TRUE,3,14,49,25,35,"libe1247","Mande",6.92048,-9.96128,51,90,0.0180207553030303,"Mande","Mande","African Savannah",24,4,-1,0.962988619423564
"523",523,"Krongo","kgo","gm",1418,TRUE,2,20,62,36,42,"kron1241","Kadugli-Krongo",10.514,30.003,52,111,0.0152365081353924,"Kadugli-Krongo","Kadugli-Krongo","African Savannah",23,2,0,0.348753113937361
"528",528,"Kunimaipa","kup","spa",58,TRUE,0,5,20,11,15,"kuni1267","Goilalan",-8.09371,146.908,43,172,0.0174866709770785,"Goilalan","Goilalan","S New Guinea",24,0,0,0.845163751094228
"529",529,"Kunjen","kjn","spa",46,TRUE,0,5,28,15,23,"kunj1245","Pama-Nyungan",-16.6807,143.53,38,170,0.0117111064726107,"Pama-Nyungan","Pama-Nyungan","N Australia",24,0,0,-0.428989213521922
"530",530,"Kuo","xuo","gm",1346,TRUE,3,24,56,32,32,"kuoo1238","Atlantic-Congo",7.97771,15.4843,51,103,0.014364369209596,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,1,0.156349687917098
"531",531,"Kupang Malay","mkn","gm",1687,TRUE,0,6,25,14,19,"kupa1239","Austronesian",-10.2526,123.63,42,160,0.0181520703108003,"Austronesian","Austronesian","Oceania",23,0,0,0.991958152413683
"533",533,"kuria","kuj","aa",758,TRUE,0,7,22,13,15,"kuri1259","Atlantic-Congo",-1.50636,34.5049,46,113,0.0127024302736985,"Atlantic-Congo","Atlantic-Congo","S Africa",25,4,-4,-0.210292294965567
"534",534,"Kurripako; Baniwa; Baniwa (Icana)","bwi","ph",1075,TRUE,0,12,37,21,25,"bani1255","Arawakan",2.17859,-67.7704,48,59,0.0184592302894328,"Arawakan","Arawakan","NE South America",21,2,-2,1.0597210173394
"535",535,"Kurukh","kru","spa",7,TRUE,0,22,68,35,46,"kuru1302","Dravidian",24.4644,86.4657,60,140,0.0115186960415695,"Dravidian","Dravidian","Indic",24,0,0,-0.471437067916859
"536",536,"kusal","kus","aa",759,TRUE,0,23,44,30,21,"kusa1250","Atlantic-Congo",10.9703,-0.38756,53,95,0.0138192924409479,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,-3,0.0360997659953335
"537",537,"Kuteb","kub","ph",1119,TRUE,5,13,46,21,33,"kute1248","Atlantic-Congo",7.07479,10.0916,51,100,0.0165966920299145,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,6,-1,0.648824620417432
"538",538,"Kuvi","kxv","ph",920,TRUE,0,15,37,23,22,"kuvi1243","Dravidian",18.8832,83.7552,57,139,0.0150810996111111,"Dravidian","Dravidian","Indic",21,0,0,0.314468286577808
"539",539,"Kwakiutl","kwk","spa",71,TRUE,0,9,55,22,46,"kwak1269","Wakashan",50.9269,-127.308,73,28,0.0071835896509324,"Wakashan","Wakashan","Alaska-Oregon",24,0,0,-1.42780915159522
"543",543,"kwangari","kwn","gm",1272,TRUE,0,5,27,13,22,"kwan1273","Atlantic-Congo",-17.9026,19.256,38,105,0.00926581954020979,"Atlantic-Congo","Atlantic-Congo","S Africa",23,0,0,-0.968446368202744
"550",550,"Ladakhi","lbj","ph",922,TRUE,0,5,38,13,33,"lada1244","Sino-Tibetan",33.468,80.6013,64,137,0.00610427338558663,"Sino-Tibetan","Sino-Tibetan","Indic",21,4,-4,-1.66591817421716
"551",551,"Lagwan","kot","gm",1406,TRUE,2,5,41,11,36,"lagw1237","Afro-Asiatic",11.5592,14.9884,53,103,0.0118932219469697,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,-1,-0.388812539643984
"552",552,"Lahu","lhu","spa",23,TRUE,5,9,40,15,31,"lahu1253","Sino-Tibetan",21.2701,100.214,58,148,0.0136582032284382,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",24,7,-2,0.000561716419722545
"553",553,"Lak","lbe","spa",3,TRUE,0,9,69,15,60,"lakk1252","Nakh-Daghestanian",42.1328,47.0809,69,120,0.00676271497804973,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",24,0,0,-1.52065872703854
"554",554,"Lake Miwok; Miwok (Lake)","lmw","ph",1087,TRUE,0,10,39,16,29,"lake1258","Miwok-Costanoan",39.0021,-122.621,67,31,0.00812300170066045,"Miwok-Costanoan","Miwok-Costanoan","California",21,0,0,-1.22056453555272
"555",555,"Lakkia","lbc","spa",26,TRUE,6,23,59,35,36,"lakk1238","Tai-Kadai",24.1169,110.106,59,153,0.0153238601091686,"Tai-Kadai","Tai-Kadai","Southeast Asia",24,5,1,0.36802391876794
"559",559,"Lango","laj","gm",1445,TRUE,2,20,40,28,20,"lang1324","Nilotic",2.13867,33.0553,48,112,0.0148528708255633,"Nilotic","Nilotic","S Africa",23,2,0,0.26411850977391
"561",561,"Lao","lao","ph",924,TRUE,0,12,40,21,28,"laoo1244","Tai-Kadai",16.0726,104.568,55,150,0.0172633834848485,"Tai-Kadai","Tai-Kadai","Southeast Asia",21,5,-5,0.795904077868091
"562",562,"Larantuka Malay","lrt","gm",1688,TRUE,0,6,25,14,19,"lara1260","Austronesian",-8.4746,122.7619,43,159,0.0182140557109557,"Austronesian","Austronesian","Oceania",23,0,0,1.00563281249407
"563",563,"Laz","lzz","ph",1088,TRUE,0,5,32,9,27,"lazz1240","Kartvelian",41.5004,41.9096,68,117,0.00645779386985237,"Kartvelian","Kartvelian","Greater Mesopotamia",21,0,0,-1.58792767255601
"564",564,"Lebanese Arabic","ayl","ph",1098,TRUE,0,16,50,25,34,"liby1240","Afro-Asiatic",22.0032,15.0014,58,103,0.00494164699630925,"Afro-Asiatic","Afro-Asiatic","N Africa",21,0,0,-1.92240632520098
"566",566,"Leggbo","agb","gm",1540,TRUE,3,12,53,25,41,"legb1242","Atlantic-Congo",6.02645,7.98385,50,99,0.0184405448659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,1.05559880769476
"569",569,"Lele","lln","gm",1275,TRUE,3,10,36,18,26,"lele1276","Afro-Asiatic",9.158,15.81149,52,103,0.0132269323290598,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,0,-0.0945813807737345
"570",570,"Lele (Lyélé)","lee","ph",1240,TRUE,3,10,34,16,24,"lyel1241","Atlantic-Congo",12.4305,-2.59229,53,94,0.0138160821025641,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,0,3,0.0353915300876615
"571",571,"lendu","led","aa",762,TRUE,4,9,55,16,46,"lend1245","Central Sudanic",2.1898,30.6794,48,111,0.0156356601981352,"Central Sudanic","Central Sudanic","S Africa",25,3,1,0.436810442997225
"573",573,"Leti","lti","gm",1681,TRUE,0,12,22,16,10,"leti1246","Austronesian",-8.19808,127.674,43,162,0.0180504046095571,"Austronesian","Austronesian","Oceania",23,0,0,0.969529582091492
"579",579,"limbum (southern)","lmp","gm",1260,TRUE,0,15,52,26,37,"limb1268","Atlantic-Congo",6.58608,10.9802,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,6,-6,0.583512520462875
"580",580,"lingala","lin","aa",768,TRUE,0,7,22,14,15,"ling1263","Atlantic-Congo",1.40324,19.7829,48,105,0.0178323326612277,"Atlantic-Congo","Atlantic-Congo","S Africa",25,2,-2,0.921420515133867
"581",581,"Lisu","lis","ph",1121,TRUE,6,8,39,14,31,"lisu1250","Sino-Tibetan",22.5488,94.0184,59,144,0.0144618797727273,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,4,2,0.17786158913455
"582",582,"Lithuanian","lit","spa",168,TRUE,0,11,47,20,36,"lith1251","Indo-European",55.1429,23.9601,75,108,0.00647340547358197,"Indo-European","Indo-European","Inner Asia",24,0,0,-1.58448358130587
"583",583,"Lizu","ers","uz",2199,TRUE,1,8,61,16,53,"ersu1241","Sino-Tibetan",29.2867,102.213,62,149,0.00866448989083139,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",22,4,-3,-1.10110629345756
"585",585,"Logbara","lgg","spa",151,TRUE,3,13,42,21,29,"lugb1240","Central Sudanic",3.02245,30.8642,49,111,0.0157265476068376,"Central Sudanic","Central Sudanic","S Africa",24,5,-2,0.456861203603372
"589",589,"Loniu","los","ph",1122,TRUE,0,7,23,16,16,"loni1238","Austronesian",-2.06124,147.35,46,172,0.0195728509654235,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,1.30539796972627
"590",590,"Looma","lom","gm",1517,TRUE,2,28,51,35,23,"loma1260","Mande",7.91585,-9.69906,51,90,0.0180207553030303,"Mande","Mande","African Savannah",23,3,-1,0.962988619423564
"591",591,"Louyi","lyn","ph",890,TRUE,0,5,22,12,17,"luya1241","Atlantic-Congo",-15.2221,18.8037,39,105,0.0103533200914918,"Atlantic-Congo","Atlantic-Congo","S Africa",21,0,0,-0.728531802212566
"593",593,"lɔkɔ","lok","aa",764,TRUE,0,7,25,14,18,"loko1255","Mande",9.11838,-12.1583,52,89,0.0163529372115385,"Mande","Mande","African Savannah",25,5,-5,0.595049630244091
"594",594,"Luanyjang Dinka","dik","uz",2168,TRUE,4,40,63,49,23,"sout2832","Nilotic",8.81115,28.0613,52,110,0.0148591820174825,"Nilotic","Nilotic","African Savannah",22,0,4,0.265510828029189
"596",596,"luganda","lug","aa",770,TRUE,4,10,33,17,23,"gand1255","Atlantic-Congo",0.66884,32.15153,47,112,0.0144193281351981,"Atlantic-Congo","Atlantic-Congo","S Africa",25,2,2,0.168474230536934
"597",597,"Luiseno","lui","spa",94,TRUE,0,11,34,18,23,"luis1253","Uto-Aztecan",33.3184,-116.939,64,34,0.00832576455963481,"Uto-Aztecan","Uto-Aztecan","California",24,0,0,-1.1758328218516
