"","X","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore","ANU.Tones","Tones.diff","specH.mean.center"
"1007",1007,"Tolowa; Tolowa-Chetco","tol","ph",1069,TRUE,0,5,31,10,26,"tolo1259","Athapaskan-Eyak-Tlingit",41.9192,-124.1,69,30,0.00752633479623155,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","California",21,2,-2,-1.35219580805922
"1008",1008,"Tongan; Tonga","ton","ph",1086,TRUE,0,5,17,9,12,"tong1325","Austronesian",-21.17,-175.25,36,3,0.015774931497669,"Austronesian","Austronesian","Oceania",21,0,0,0.467535221337015
"1010",1010,"Torwali","trw","ph",1219,TRUE,0,14,51,21,37,"torw1241","Indo-European",35.3101,72.5316,65,133,0.00991347902719503,"Indo-European","Indo-European","Indic",21,4,-4,-0.825565571915964
"1014",1014,"Toura","neb","gm",1637,TRUE,4,14,39,20,25,"tour1242","Mande",7.76747,-7.33105,51,91,0.0175634382187257,"Mande","Mande","African Savannah",23,4,0,0.862099447761544
"1018",1018,"Tshangla","tsj","ph",1221,TRUE,0,5,37,13,32,"tsha1245","Sino-Tibetan",27.3694,91.7741,61,143,0.0134201578290598,"Sino-Tibetan","Sino-Tibetan","Indic",21,0,0,-0.0519537132143149
"1020",1020,"Tukang Besi","khc","ph",1152,TRUE,0,5,29,10,24,"tuka1248","Austronesian",-5.30994,123.578,44,160,0.0185541485042735,"Austronesian","Austronesian","Oceania",21,0,0,1.08066101805133
"1024",1024,"Turkish","tur","uz",2217,TRUE,0,12,36,18,24,"nucl1301","Turkic",39.8667,32.8667,68,112,0.00578964780167055,"Turkic","Turkic","Greater Mesopotamia",22,0,0,-1.73532803366564
"1025",1025,"Tuva; Tuvan","tyv","ph",1225,TRUE,0,16,37,23,21,"tuvi1240","Turkic",48.436,92.6693,72,144,0.00381078085916861,"Turkic","Turkic","Inner Asia",21,0,0,-2.17188781573011
"1026",1026,"Twampa","udu","gm",1485,TRUE,0,5,28,11,23,"uduk1239","Koman",9.16012,34.2293,52,113,0.0151010292216395,"Koman","Koman","Greater Abyssinia",23,0,0,0.318864977553862
"1027",1027,"Tzeltal","tzh","spa",86,TRUE,0,5,30,12,25,"tzel1254","Mayan",16.6384,-92.2786,56,47,0.015216641497669,"Mayan","Mayan","Mesoamerica",24,0,0,0.344370315453742
"1029",1029,"Tzutujil","tzj","ph",1223,TRUE,0,10,35,16,25,"tzut1248","Mayan",14.6351,-91.2012,55,47,0.0169066000524476,"Mayan","Mayan","Mesoamerica",21,0,0,0.717193734010296
"1030",1030,"Ukrainian","ukr","ph",1035,TRUE,0,6,30,12,24,"ukra1253","Indo-European",48.175842,24.395786,72,108,0.00698520402583528,"Indo-European","Indo-European","Inner Asia",21,0,0,-1.47157519942643
"1031",1031,"umbundu","umb","gm",1268,TRUE,0,10,30,20,20,"umbu1257","Atlantic-Congo",-12.4763,14.4148,41,103,0.0125521601285936,"Atlantic-Congo","Atlantic-Congo","S Africa",23,2,-2,-0.243443539442292
"1033",1033,"Urii","uvh","ph",983,TRUE,0,8,24,14,16,"urii1240","Nuclear Trans New Guinea",-6.41993,146.608,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","N Coast New Guinea",21,0,0,0.612433733519557
"1034",1034,"Usarufa","usa","ph",870,TRUE,0,5,22,16,17,"usar1243","Nuclear Trans New Guinea",-6.38898,145.633,44,171,0.0169529563714064,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",21,4,-4,0.727420447119354
"1037",1037,"Vai","vai","ph",1034,TRUE,4,11,43,18,32,"vaii1241","Mande",7.05085,-11.3262,51,89,0.0183165141802642,"Mande","Mande","African Savannah",21,2,2,1.02823627615869
"1039",1039,"Vietnamese","vie","uz",2233,TRUE,5,16,45,23,29,"viet1252","Austroasiatic",20.681188,105.774071,58,151,0.0159176864656177,"Austroasiatic","Austroasiatic","Southeast Asia",22,5,0,0.499028535191413
"1040",1040,"vute","vut","aa",837,TRUE,5,24,59,32,35,"vute1244","Atlantic-Congo",6.13603,11.8839,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,11,-6,0.583512520462875
"1041",1041,"Wa","wbm","ph",1028,TRUE,0,22,49,34,27,"nucl1290","Austroasiatic",23.1024,99.108,59,147,0.0127122379887335,"Austroasiatic","Austroasiatic","Southeast Asia",21,5,-5,-0.208128605307475
"1043",1043,"Wambon","wms","ph",1029,TRUE,0,10,26,15,16,"wamb1259","Nuclear Trans New Guinea",-5.44334,140.48,44,169,0.0187430518337218,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",21,2,-2,1.12233516731522
"1045",1045,"Wanano","gvc","ph",1113,TRUE,2,6,24,9,18,"guan1269","Tucanoan",1.07554,-69.5705,48,58,0.0182160281002331,"Tucanoan","Tucanoan","NE South America",21,0,2,1.00606794323206
"1046",1046,"Wapishana","wap","spa",108,TRUE,0,12,29,16,17,"wapi1253","Arawakan",2.58744,-59.8021,48,64,0.0177676056954157,"Arawakan","Arawakan","NE South America",24,0,0,0.907141035558118
"1047",1047,"Wari; Wari''; Wariʔ; Oro Nao'","pav","ph",1237,TRUE,0,6,20,12,14,"wari1268","Chapacuran",-10.69948,-64.56152,41,61,0.0156293154079254,"Chapacuran","Chapacuran","NE South America",21,0,0,0.435410712590019
"1048",1048,"Warihio","var","ph",1033,TRUE,0,14,26,19,12,"huar1255","Uto-Aztecan",27.8685,-108.437,61,38,0.0117146859755245,"Uto-Aztecan","Uto-Aztecan","Mesoamerica",21,0,0,-0.428199535864276
"1049",1049,"Washkuk","kmo","spa",53,TRUE,0,7,31,14,24,"kwom1262","Sepik",-4.08721,142.664,45,170,0.0174953291414141,"Sepik","Sepik","N Coast New Guinea",24,0,0,0.847073837242137
"1051",1051,"Wayana","way","ph",1031,TRUE,0,7,16,12,9,"waya1269","Cariban",2.77537,-54.4429,48,66,0.0174214727253302,"Cariban","Cariban","NE South America",21,0,0,0.830780300664642
"1052",1052,"Weh","weh","gm",1415,TRUE,3,7,47,16,40,"wehh1238","Atlantic-Congo",6.46164,10.121,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,0.843450909078256
"1053",1053,"Welamo","wal","gm",1364,TRUE,0,10,48,11,38,"wola1242","Ta-Ne-Omotic",6.32668,37.7537,50,115,0.0127948201095571,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",23,0,0,-0.189910082427109
"1058",1058,"Wichita","wic","spa",74,TRUE,0,8,29,13,21,"wich1260","Caddoan",35.0665,-98.1831,65,43,0.00783537847513597,"Caddoan","Caddoan","Basin and Plains",24,2,-2,-1.28401737816421
"1059",1059,"Wik-Munkan","wim","spa",51,TRUE,0,10,23,18,13,"wikm1247","Pama-Nyungan",-13.98051,141.81611,40,169,0.0177524565831391,"Pama-Nyungan","Pama-Nyungan","N Australia",24,0,0,0.903798975002201
"1061",1061,"Wogeo","woc","ph",1032,TRUE,0,5,20,12,15,"woge1237","Austronesian",-3.20238,144.089,45,171,0.0173973739607615,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,0.825463848516105
"1062",1062,"Wolof","wol","spa",138,TRUE,0,14,40,25,26,"nucl1347","Atlantic-Congo",15.2534,-15.383,55,87,0.0135897624467754,"Atlantic-Congo","Atlantic-Congo","African Savannah",24,0,0,-0.0145370717227776
"1064",1064,"Wu","wuu","spa",17,TRUE,3,9,41,18,32,"wuch1236","Sino-Tibetan",29.8621,119.682,62,158,0.0123349556559829,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",24,6,-3,-0.2913612317286
"1066",1066,"Xhosa","xho","gm",1319,TRUE,2,7,84,17,77,"xhos1239","Atlantic-Congo",-31.0389,28.0769,31,110,0.00833771688675214,"Atlantic-Congo","Atlantic-Congo","S Africa",23,3,-1,-1.17319600721316
"1067",1067,"Xumi","sxg","uz",2230,TRUE,2,13,66,27,53,"shix1238","Sino-Tibetan",28.3895,100.4,62,148,0.0079567952472805,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",22,4,-2,-1.25723150466866
"1069",1069,"Yakut","sah","spa",190,TRUE,0,16,49,29,33,"yaku1245","Turkic",61.6974,133.98,79,165,0.00413184070843046,"Turkic","Turkic","Inner Asia",24,0,0,-2.10105848667669
"1070",1070,"yala","yba","gm",1288,TRUE,3,7,38,17,31,"yala1263","Atlantic-Congo",6.73852,8.60748,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,0.843450909078256
"1074",1074,"yao","yao","gm",1267,TRUE,4,7,29,14,22,"yaoo1241","Atlantic-Congo",-13.6119,35.2387,40,114,0.0117131249508547,"Atlantic-Congo","Atlantic-Congo","S Africa",23,4,0,-0.428543915051683
"1075",1075,"Yao","ium","spa",20,TRUE,6,8,49,23,41,"iumi1238","Hmong-Mien",20.83,101.17,58,148,0.0136582032284382,"Hmong-Mien","Hmong-Mien","Southeast Asia",24,8,-2,0.000561716419722545
"1077",1077,"Yapese","yap","ph",1024,TRUE,0,16,44,27,28,"yape1248","Austronesian",9.55811,138.125,52,168,0.0194136046095571,"Austronesian","Austronesian","Oceania",21,0,0,1.27026647456687
"1078",1078,"Yay","pcc","spa",28,TRUE,6,8,38,15,30,"bouy1240","Tai-Kadai",24.8484,106.187,60,151,0.0130511742954545,"Tai-Kadai","Tai-Kadai","Southeast Asia",24,4,2,-0.133355533395537
"1079",1079,"Yemba","ybb","gm",1655,TRUE,3,7,27,12,20,"yemb1246","Atlantic-Congo",5.47421,10.0214,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,0.843450909078256
"1080",1080,"Yemsa","jnj","gm",1479,TRUE,5,10,40,18,30,"yems1235","Ta-Ne-Omotic",7.79821,37.4412,51,115,0.0125021268723776,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",23,0,5,-0.254481425295302
"1081",1081,"Yeyi","yey","ph",853,TRUE,0,13,90,30,77,"yeyi1239","Atlantic-Congo",-18.9178,23.6088,37,107,0.0085931970975136,"Atlantic-Congo","Atlantic-Congo","S Africa",21,2,-2,-1.11683426669574
"1082",1082,"Yil","yll","ph",979,TRUE,0,11,23,18,12,"yill1241","Nuclear Torricelli",-3.46501,142.178,45,170,0.0174953291414141,"Nuclear Torricelli","Nuclear Torricelli","N Coast New Guinea",21,0,0,0.847073837242137
"1083",1083,"Yine","pib","ph",1153,TRUE,0,10,26,16,16,"yine1238","Arawakan",-11.1086,-73.3087,41,57,0.0111739118329448,"Arawakan","Arawakan","Andean",21,0,0,-0.54750025121819
"1085",1085,"yorouba","yor","aa",847,TRUE,0,12,31,18,19,"yoru1245","Atlantic-Congo",7.15345,3.67225,51,97,0.0177036213131313,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,-3,0.893025378064598
"1086",1086,"Yukaghir","ykg","spa",193,TRUE,0,12,32,21,20,"nort2745","Yukaghir",65.3874,151.318,81,174,0.00324277039698912,"Yukaghir","Yukaghir","N Coast Asia",24,0,0,-2.29719716233322
"1088",1088,"Yuki","yuk","ph",1023,TRUE,0,6,30,15,24,"yuki1243","Yuki-Wappo",39.8389,-123.296,68,30,0.00820180974864025,"Yuki-Wappo","Yuki-Wappo","California",21,0,0,-1.20317861459359
"1089",1089,"Yuma","yum","ph",952,TRUE,0,10,38,20,28,"quec1382","Cochimi-Yuman",32.7859,-114.599,64,35,0.00646814211771562,"Cochimi-Yuman","Cochimi-Yuman","Basin and Plains",21,0,0,-1.58564473541916
"1090",1090,"Yurak","yrk","spa",185,TRUE,0,8,34,19,26,"nene1249","Uralic",66.1775,71.0234,81,132,0.00402174129327894,"Uralic","Uralic","Inner Asia",24,0,0,-2.12534762691732
"1091",1091,"Yurok","yur","ph",1025,TRUE,0,12,35,18,23,"yuro1248","Algic",41.3262,-123.824,68,30,0.00820180974864025,"Algic","Algic","California",21,0,0,-1.20317861459359
"1092",1092,"Zaiwa","atb","ph",1229,TRUE,3,8,32,15,24,"zaiw1241","Sino-Tibetan",24.1726,98.3643,59,147,0.0127122379887335,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,4,-1,-0.208128605307475
"1093",1093,"zande","zne","aa",849,TRUE,3,5,32,11,27,"zand1248","Atlantic-Congo",4.62047,26.7157,49,109,0.01733265245338,"Atlantic-Congo","Atlantic-Congo","S Africa",25,2,1,0.811185573130076
"1095",1095,"zarma ","dje","aa",850,TRUE,4,16,40,24,24,"zarm1239","Songhay",12.8554,2.41173,54,96,0.0115744677276612,"Songhay","Songhay","African Savannah",25,6,-2,-0.4591332214062
"1098",1098,"Zulu","zul","spa",147,TRUE,3,5,43,13,38,"zulu1248","Atlantic-Congo",-25.3305,31.3512,34,111,0.00920187392579642,"Atlantic-Congo","Atlantic-Congo","S Africa",24,3,0,-0.982553473078115
